sampling_rate_hz,freq_resolution_hz,window_duration_s,windows_per_epoch,pts_per_window,smooth_factor,high_filter,low_filter,notch_filter,zero_means_suppressed,col_index,i_code,i_group,sub_index,csv_header,mmx_instrument,variable_name,family,sub_column,units,power_scale,freq_band,freq_min_hz,freq_max_hz,hemisphere,region,electrode,engine,epoch_duration_s,epoch_step_s,rows_per_obs,resolution,evidence_tier,evidence_note
128.0,,,,,,,,,,717,I55_2,55,2,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch02,electrode_quality,Fp2,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,718,I55_3,55,3,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch03,electrode_quality,F7,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,719,I55_4,55,4,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch04,electrode_quality,F3,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,720,I55_5,55,5,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch05,electrode_quality,Fz,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,721,I55_6,55,6,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch06,electrode_quality,F4,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,722,I55_7,55,7,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch07,electrode_quality,F8,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,723,I55_8,55,8,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch08,electrode_quality,T3,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,724,I55_9,55,9,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch09,electrode_quality,C3,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,725,I55_10,55,10,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch10,electrode_quality,Cz,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,726,I55_11,55,11,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch11,electrode_quality,C4,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,727,I55_12,55,12,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch12,electrode_quality,T4,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,728,I55_13,55,13,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch13,electrode_quality,T5,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,729,I55_14,55,14,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch14,electrode_quality,P3,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,730,I55_15,55,15,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch15,electrode_quality,Pz,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,731,I55_16,55,16,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch16,electrode_quality,P4,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,732,I55_17,55,17,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch17,electrode_quality,T6,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,733,I55_18,55,18,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch18,electrode_quality,O1,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,734,I55_19,55,19,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch19,electrode_quality,O2,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,735,I55_20,55,20,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch20,electrode_quality,A1,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,736,I55_21,55,21,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch21,electrode_quality,A2,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,737,I55_22,55,22,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch22,electrode_quality,EKG,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
64.0,0.5,2.0,4,128,3,,,,yes,738,I56_1,56,1,"FFT Power, 1 - 20 Hz, All 10-20",FFT_Power 1-20 All 10-20_avg,fft_power_all,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,739,I57_1,57,1,"FFT Power, 1 - 20 Hz, Anterior",FFT_Power 1-20 Anterior_avg,fft_power_anterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,740,I58_1,58,1,"FFT Power, 1 - 20 Hz, Left Anterior",FFT_Power 1-20 Left Anterior_avg,fft_power_left_anterior,fft_power,left_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,741,I59_1,59,1,"FFT Power, 1 - 20 Hz, Left Hemisphere",FFT_Power 1-20 Left Hemisphere_avg,fft_power_left_hemisphere,fft_power,left_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,742,I60_1,60,1,"FFT Power, 1 - 20 Hz, Left Posterior",FFT_Power 1-20 Left Posterior_avg,fft_power_left_posterior,fft_power,left_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,743,I61_1,61,1,"FFT Power, 1 - 20 Hz, Posterior",FFT_Power 1-20 Posterior_avg,fft_power_posterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,744,I62_1,62,1,"FFT Power, 1 - 20 Hz, Right Anterior",FFT_Power 1-20 Right Anterior_avg,fft_power_right_anterior,fft_power,right_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,745,I63_1,63,1,"FFT Power, 1 - 20 Hz, Right Hemisphere",FFT_Power 1-20 Right Hemisphere_avg,fft_power_right_hemisphere,fft_power,right_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,746,I64_1,64,1,"FFT Power, 1 - 20 Hz, Right Posterior",FFT_Power 1-20 Right Posterior_avg,fft_power_right_posterior,fft_power,right_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,747,I65_1,65,1,"FFT Power, 1 - 4 Hz, All 10-20",FFT_Power 1-4 All 10-20_avg,fft_delta_all,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,748,I66_1,66,1,"FFT Power, 1 - 4 Hz, Anterior",FFT_Power 1-4 Anterior_avg,fft_delta_anterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,749,I67_1,67,1,"FFT Power, 1 - 4 Hz, Left Anterior",FFT_Power 1-4 Left Anterior_avg,fft_delta_left_anterior,fft_power,left_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,750,I68_1,68,1,"FFT Power, 1 - 4 Hz, Left Hemisphere",FFT_Power 1-4 Left Hemisphere_avg,fft_delta_left_hemisphere,fft_power,left_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,751,I69_1,69,1,"FFT Power, 1 - 4 Hz, Left Posterior",FFT_Power 1-4 Left Posterior_avg,fft_delta_left_posterior,fft_power,left_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,752,I70_1,70,1,"FFT Power, 1 - 4 Hz, Posterior",FFT_Power 1-4 Posterior_avg,fft_delta_posterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,753,I71_1,71,1,"FFT Power, 1 - 4 Hz, Right Anterior",FFT_Power 1-4 Right Anterior_avg,fft_delta_right_anterior,fft_power,right_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,754,I72_1,72,1,"FFT Power, 1 - 4 Hz, Right Hemisphere",FFT_Power 1-4 Right Hemisphere_avg,fft_delta_right_hemisphere,fft_power,right_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,755,I73_1,73,1,"FFT Power, 1 - 4 Hz, Right Posterior",FFT_Power 1-4 Right Posterior_avg,fft_delta_right_posterior,fft_power,right_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,756,I74_1,74,1,"FFT Power, 13 - 20 Hz, All 10-20",FFT_Power 13-20 All 10-20_avg,fft_beta_all,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,757,I75_1,75,1,"FFT Power, 13 - 20 Hz, Anterior",FFT_Power 13-20 Anterior_avg,fft_beta_anterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,758,I76_1,76,1,"FFT Power, 13 - 20 Hz, Left Anterior",FFT_Power 13-20 Left Anterior_avg,fft_beta_left_anterior,fft_power,left_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,759,I77_1,77,1,"FFT Power, 13 - 20 Hz, Left Hemisphere",FFT_Power 13-20 Left Hemisphere_avg,fft_beta_left_hemisphere,fft_power,left_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,760,I78_1,78,1,"FFT Power, 13 - 20 Hz, Left Posterior",FFT_Power 13-20 Left Posterior_avg,fft_beta_left_posterior,fft_power,left_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,761,I79_1,79,1,"FFT Power, 13 - 20 Hz, Posterior",FFT_Power 13-20 Posterior_avg,fft_beta_posterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,762,I80_1,80,1,"FFT Power, 13 - 20 Hz, Right Anterior",FFT_Power 13-20 Right Anterior_avg,fft_beta_right_anterior,fft_power,right_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,763,I81_1,81,1,"FFT Power, 13 - 20 Hz, Right Hemisphere",FFT_Power 13-20 Right Hemisphere_avg,fft_beta_right_hemisphere,fft_power,right_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,764,I82_1,82,1,"FFT Power, 13 - 20 Hz, Right Posterior",FFT_Power 13-20 Right Posterior_avg,fft_beta_right_posterior,fft_power,right_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,765,I83_1,83,1,"FFT Power, 13 - 30 Hz, All 10-20",FFT_Power 13-30 All 10-20_avg,fft_beta_wide_all,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,766,I84_1,84,1,"FFT Power, 13 - 30 Hz, Anterior",FFT_Power 13-30 Anterior_avg,fft_beta_wide_anterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,767,I85_1,85,1,"FFT Power, 13 - 30 Hz, Left Anterior",FFT_Power 13-30 Left Anterior_avg,fft_beta_wide_left_anterior,fft_power,left_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,768,I86_1,86,1,"FFT Power, 13 - 30 Hz, Left Hemisphere",FFT_Power 13-30 Left Hemisphere_avg,fft_beta_wide_left_hemisphere,fft_power,left_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,769,I87_1,87,1,"FFT Power, 13 - 30 Hz, Left Posterior",FFT_Power 13-30 Left Posterior_avg,fft_beta_wide_left_posterior,fft_power,left_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,770,I88_1,88,1,"FFT Power, 13 - 30 Hz, Posterior",FFT_Power 13-30 Posterior_avg,fft_beta_wide_posterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,771,I89_1,89,1,"FFT Power, 13 - 30 Hz, Right Anterior",FFT_Power 13-30 Right Anterior_avg,fft_beta_wide_right_anterior,fft_power,right_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,772,I90_1,90,1,"FFT Power, 13 - 30 Hz, Right Hemisphere",FFT_Power 13-30 Right Hemisphere_avg,fft_beta_wide_right_hemisphere,fft_power,right_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,773,I91_1,91,1,"FFT Power, 13 - 30 Hz, Right Posterior",FFT_Power 13-30 Right Posterior_avg,fft_beta_wide_right_posterior,fft_power,right_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,774,I92_1,92,1,"FFT Power, 4 - 8 Hz, All 10-20",FFT_Power 4-8 All 10-20_avg,fft_theta_all,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,775,I93_1,93,1,"FFT Power, 4 - 8 Hz, Anterior",FFT_Power 4-8 Anterior_avg,fft_theta_anterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,776,I94_1,94,1,"FFT Power, 4 - 8 Hz, Left Anterior",FFT_Power 4-8 Left Anterior_avg,fft_theta_left_anterior,fft_power,left_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,777,I95_1,95,1,"FFT Power, 4 - 8 Hz, Left Hemisphere",FFT_Power 4-8 Left Hemisphere_avg,fft_theta_left_hemisphere,fft_power,left_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,778,I96_1,96,1,"FFT Power, 4 - 8 Hz, Left Posterior",FFT_Power 4-8 Left Posterior_avg,fft_theta_left_posterior,fft_power,left_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,779,I97_1,97,1,"FFT Power, 4 - 8 Hz, Posterior",FFT_Power 4-8 Posterior_avg,fft_theta_posterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,780,I98_1,98,1,"FFT Power, 4 - 8 Hz, Right Anterior",FFT_Power 4-8 Right Anterior_avg,fft_theta_right_anterior,fft_power,right_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,781,I99_1,99,1,"FFT Power, 4 - 8 Hz, Right Hemisphere",FFT_Power 4-8 Right Hemisphere_avg,fft_theta_right_hemisphere,fft_power,right_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,782,I100_1,100,1,"FFT Power, 4 - 8 Hz, Right Posterior",FFT_Power 4-8 Right Posterior_avg,fft_theta_right_posterior,fft_power,right_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,783,I101_1,101,1,"FFT Power, 8 - 13 Hz, All 10-20",FFT_Power 8-13 All 10-20_avg,fft_alpha_all,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,alpha,8.0,13.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,784,I102_1,102,1,"FFT Power, 8 - 13 Hz, Anterior",FFT_Power 8-13 Anterior_avg,fft_alpha_anterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,alpha,8.0,13.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,785,I103_1,103,1,"FFT Power, 8 - 13 Hz, Left Anterior",FFT_Power 8-13 Left Anterior_avg,fft_alpha_left_anterior,fft_power,left_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,alpha,8.0,13.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
