sampling_rate_hz,freq_resolution_hz,window_duration_s,windows_per_epoch,pts_per_window,smooth_factor,high_filter,low_filter,notch_filter,zero_means_suppressed,col_index,i_code,i_group,sub_index,csv_header,mmx_instrument,variable_name,family,sub_column,units,power_scale,freq_band,freq_min_hz,freq_max_hz,hemisphere,region,electrode,engine,epoch_duration_s,epoch_step_s,rows_per_obs,resolution,evidence_tier,evidence_note
128.0,,,,,,,,,,77,I30_9,30,9,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch09,electrode_quality,C3,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,78,I30_10,30,10,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch10,electrode_quality,Cz,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,79,I30_11,30,11,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch11,electrode_quality,C4,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,80,I30_12,30,12,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch12,electrode_quality,T4,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,81,I30_13,30,13,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch13,electrode_quality,T5,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,82,I30_14,30,14,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch14,electrode_quality,P3,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,83,I30_15,30,15,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch15,electrode_quality,Pz,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,84,I30_16,30,16,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch16,electrode_quality,P4,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,85,I30_17,30,17,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch17,electrode_quality,T6,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,86,I30_18,30,18,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch18,electrode_quality,O1,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,87,I30_19,30,19,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch19,electrode_quality,O2,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,88,I30_20,30,20,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch20,electrode_quality,A1,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,89,I30_21,30,21,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch21,electrode_quality,A2,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
128.0,,,,,,,,,,90,I30_22,30,22,Electrode Signal Quality,ElectrodeSignalQuality,esq_ch22,electrode_quality,EKG,"dimensionless, 0=clean → 1.0; >1.0 = above impedance disconnect threshold. Clamped at the MMX display Maximum (1.2 in this template)",,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,Mike 2026-08-20: 22 physical electrodes; >1.0 = disconnect
64.0,0.5,2.0,4,128,3,,,,yes,91,I31_1,31,1,"FFT Power, 1 - 20 Hz, All 10-20",FFT_Power 1-20 All 10-20_avg,fft_power_all,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,92,I32_1,32,1,"FFT Power, 1 - 20 Hz, Left Anterior",FFT_Power 1-20 Left Anterior_avg,fft_power_left_anterior,fft_power,left_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,93,I33_1,33,1,"FFT Power, 1 - 20 Hz, Left Hemisphere",FFT_Power 1-20 Left Hemisphere_avg,fft_power_left_hemisphere,fft_power,left_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,94,I34_1,34,1,"FFT Power, 1 - 20 Hz, Left Posterior",FFT_Power 1-20 Left Posterior_avg,fft_power_left_posterior,fft_power,left_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,95,I35_1,35,1,"FFT Power, 1 - 20 Hz, Right Anterior",FFT_Power 1-20 Right Anterior_avg,fft_power_right_anterior,fft_power,right_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,96,I36_1,36,1,"FFT Power, 1 - 20 Hz, Right Hemisphere",FFT_Power 1-20 Right Hemisphere_avg,fft_power_right_hemisphere,fft_power,right_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,97,I37_1,37,1,"FFT Power, 1 - 20 Hz, Right Posterior",FFT_Power 1-20 Right Posterior_avg,fft_power_right_posterior,fft_power,right_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,98,I38_1,38,1,"FFT Power, 1 - 20 Hz, Anterior",FFT_Power 1-20 Anterior_avg,fft_power_anterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,99,I39_1,39,1,"FFT Power, 1 - 20 Hz, Posterior",FFT_Power 1-20 Posterior_avg,fft_power_posterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,,1.0,20.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,100,I40_1,40,1,"FFT Power, 1 - 4 Hz, All 10-20",FFT_Power 1-4 All 10-20_avg,fft_delta_all,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,101,I41_1,41,1,"FFT Power, 1 - 4 Hz, Left Anterior",FFT_Power 1-4 Left Anterior_avg,fft_delta_left_anterior,fft_power,left_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,102,I42_1,42,1,"FFT Power, 1 - 4 Hz, Left Hemisphere",FFT_Power 1-4 Left Hemisphere_avg,fft_delta_left_hemisphere,fft_power,left_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,103,I43_1,43,1,"FFT Power, 1 - 4 Hz, Left Posterior",FFT_Power 1-4 Left Posterior_avg,fft_delta_left_posterior,fft_power,left_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,104,I44_1,44,1,"FFT Power, 1 - 4 Hz, Right Anterior",FFT_Power 1-4 Right Anterior_avg,fft_delta_right_anterior,fft_power,right_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,105,I45_1,45,1,"FFT Power, 1 - 4 Hz, Right Hemisphere",FFT_Power 1-4 Right Hemisphere_avg,fft_delta_right_hemisphere,fft_power,right_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,106,I46_1,46,1,"FFT Power, 1 - 4 Hz, Right Posterior",FFT_Power 1-4 Right Posterior_avg,fft_delta_right_posterior,fft_power,right_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,107,I47_1,47,1,"FFT Power, 1 - 4 Hz, Anterior",FFT_Power 1-4 Anterior_avg,fft_delta_anterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,108,I48_1,48,1,"FFT Power, 1 - 4 Hz, Posterior",FFT_Power 1-4 Posterior_avg,fft_delta_posterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,delta,1.0,4.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,109,I49_1,49,1,"FFT Power, 13 - 20 Hz, All 10-20",FFT_Power 13-20 All 10-20_avg,fft_beta_all,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,110,I50_1,50,1,"FFT Power, 13 - 20 Hz, Left Anterior",FFT_Power 13-20 Left Anterior_avg,fft_beta_left_anterior,fft_power,left_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,111,I51_1,51,1,"FFT Power, 13 - 20 Hz, Left Hemisphere",FFT_Power 13-20 Left Hemisphere_avg,fft_beta_left_hemisphere,fft_power,left_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,112,I52_1,52,1,"FFT Power, 13 - 20 Hz, Left Posterior",FFT_Power 13-20 Left Posterior_avg,fft_beta_left_posterior,fft_power,left_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,113,I53_1,53,1,"FFT Power, 13 - 20 Hz, Right Anterior",FFT_Power 13-20 Right Anterior_avg,fft_beta_right_anterior,fft_power,right_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,114,I54_1,54,1,"FFT Power, 13 - 20 Hz, Right Hemisphere",FFT_Power 13-20 Right Hemisphere_avg,fft_beta_right_hemisphere,fft_power,right_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,115,I55_1,55,1,"FFT Power, 13 - 20 Hz, Right Posterior",FFT_Power 13-20 Right Posterior_avg,fft_beta_right_posterior,fft_power,right_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,116,I56_1,56,1,"FFT Power, 13 - 30 Hz, All 10-20",FFT_Power 13-30 All 10-20_avg,fft_beta_wide_all,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,117,I57_1,57,1,"FFT Power, 13 - 20 Hz, Anterior",FFT_Power 13-20 Anterior_avg,fft_beta_anterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,118,I58_1,58,1,"FFT Power, 13 - 20 Hz, Posterior",FFT_Power 13-20 Posterior_avg,fft_beta_posterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta,13.0,20.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,119,I59_1,59,1,"FFT Power, 13 - 30 Hz, Anterior",FFT_Power 13-30 Anterior_avg,fft_beta_wide_anterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,120,I60_1,60,1,"FFT Power, 13 - 30 Hz, Left Anterior",FFT_Power 13-30 Left Anterior_avg,fft_beta_wide_left_anterior,fft_power,left_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,121,I61_1,61,1,"FFT Power, 13 - 30 Hz, Left Posterior",FFT_Power 13-30 Left Posterior_avg,fft_beta_wide_left_posterior,fft_power,left_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,122,I62_1,62,1,"FFT Power, 13 - 30 Hz, Posterior",FFT_Power 13-30 Posterior_avg,fft_beta_wide_posterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,123,I63_1,63,1,"FFT Power, 13 - 30 Hz, Right Anterior",FFT_Power 13-30 Right Anterior_avg,fft_beta_wide_right_anterior,fft_power,right_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,124,I64_1,64,1,"FFT Power, 13 - 30 Hz, Right Posterior",FFT_Power 13-30 Right Posterior_avg,fft_beta_wide_right_posterior,fft_power,right_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,125,I65_1,65,1,"FFT Power, 13 - 30 Hz, Left Hemisphere",FFT_Power 13-30 Left Hemisphere_avg,fft_beta_wide_left_hemisphere,fft_power,left_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,126,I66_1,66,1,"FFT Power, 13 - 30 Hz, Right Hemisphere",FFT_Power 13-30 Right Hemisphere_avg,fft_beta_wide_right_hemisphere,fft_power,right_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,beta_wide,13.0,30.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,127,I67_1,67,1,"FFT Power, 4 - 8 Hz, All 10-20",FFT_Power 4-8 All 10-20_avg,fft_theta_all,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,128,I68_1,68,1,"FFT Power, 4 - 8 Hz, Left Anterior",FFT_Power 4-8 Left Anterior_avg,fft_theta_left_anterior,fft_power,left_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,129,I69_1,69,1,"FFT Power, 4 - 8 Hz, Left Hemisphere",FFT_Power 4-8 Left Hemisphere_avg,fft_theta_left_hemisphere,fft_power,left_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,130,I70_1,70,1,"FFT Power, 4 - 8 Hz, Left Posterior",FFT_Power 4-8 Left Posterior_avg,fft_theta_left_posterior,fft_power,left_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,131,I71_1,71,1,"FFT Power, 4 - 8 Hz, Right Anterior",FFT_Power 4-8 Right Anterior_avg,fft_theta_right_anterior,fft_power,right_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,132,I72_1,72,1,"FFT Power, 4 - 8 Hz, Right Hemisphere",FFT_Power 4-8 Right Hemisphere_avg,fft_theta_right_hemisphere,fft_power,right_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,133,I73_1,73,1,"FFT Power, 4 - 8 Hz, Right Posterior",FFT_Power 4-8 Right Posterior_avg,fft_theta_right_posterior,fft_power,right_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,134,I74_1,74,1,"FFT Power, 4 - 8 Hz, Anterior",FFT_Power 4-8 Anterior_avg,fft_theta_anterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,135,I75_1,75,1,"FFT Power, 4 - 8 Hz, Posterior",FFT_Power 4-8 Posterior_avg,fft_theta_posterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,theta,4.0,8.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,136,I76_1,76,1,"FFT Power, 8 - 13 Hz, All 10-20",FFT_Power 8-13 All 10-20_avg,fft_alpha_all,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,alpha,8.0,13.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,137,I77_1,77,1,"FFT Power, 8 - 13 Hz, Left Anterior",FFT_Power 8-13 Left Anterior_avg,fft_alpha_left_anterior,fft_power,left_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,alpha,8.0,13.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,138,I78_1,78,1,"FFT Power, 8 - 13 Hz, Left Hemisphere",FFT_Power 8-13 Left Hemisphere_avg,fft_alpha_left_hemisphere,fft_power,left_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,alpha,8.0,13.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,139,I79_1,79,1,"FFT Power, 8 - 13 Hz, Left Posterior",FFT_Power 8-13 Left Posterior_avg,fft_alpha_left_posterior,fft_power,left_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,alpha,8.0,13.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,140,I80_1,80,1,"FFT Power, 8 - 13 Hz, Right Anterior",FFT_Power 8-13 Right Anterior_avg,fft_alpha_right_anterior,fft_power,right_anterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,alpha,8.0,13.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,141,I81_1,81,1,"FFT Power, 8 - 13 Hz, Right Hemisphere",FFT_Power 8-13 Right Hemisphere_avg,fft_alpha_right_hemisphere,fft_power,right_hemisphere,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,alpha,8.0,13.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,142,I82_1,82,1,"FFT Power, 8 - 13 Hz, Right Posterior",FFT_Power 8-13 Right Posterior_avg,fft_alpha_right_posterior,fft_power,right_posterior,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,alpha,8.0,13.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,143,I83_1,83,1,"FFT Power, 8 - 13 Hz, Anterior",FFT_Power 8-13 Anterior_avg,fft_alpha_anterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,alpha,8.0,13.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
64.0,0.5,2.0,4,128,3,,,,yes,144,I84_1,84,1,"FFT Power, 8 - 13 Hz, Posterior",FFT_Power 8-13 Posterior_avg,fft_alpha_posterior,fft_power,,µV (amplitude; MMX PowerType=1 — NOT µV² power),uV,alpha,8.0,13.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; PowerType=1 uV
